"","Season_End_Year","Squad","Comp","Team_or_Opponent","Num_Players","Age","Poss","MP_Playing","Starts_Playing","Min_Playing","Mins_Per_90_Playing","Gls","Ast","G+A","G_minus_PK","PK","PKatt","CrdY","CrdR","xG_Expected","npxG_Expected","xAG_Expected","npxG+xAG_Expected","PrgC_Progression","PrgP_Progression","Gls_Per","Ast_Per","G+A_Per","G_minus_PK_Per","G+A_minus_PK_Per","xG_Per","xAG_Per","xG+xAG_Per","npxG_Per","npxG+xAG_Per","Url"
"54",2023,"Mainz 05","Bundesliga","team",26,27.7,44.7,29,319,2610,29,49,32,81,45,4,6,55,1,39.9,35.2,24.7,59.9,303,1021,1.69,1.1,2.79,1.55,2.66,1.38,0.85,2.23,1.21,2.06,"https://fbref.com/en/squads/a224b06a/Mainz-05-Stats"
"55",2023,"Mallorca","La Liga","team",27,28.6,42,30,330,2700,30,28,21,49,25,3,4,105,3,27.1,23.9,20.4,44.2,364,774,0.93,0.7,1.63,0.83,1.53,0.9,0.68,1.58,0.8,1.47,"https://fbref.com/en/squads/2aa12281/Mallorca-Stats"
"56",2023,"Manchester City","Premier League","team",22,28,64.8,30,330,2700,30,76,56,132,68,8,8,37,1,63.5,57.5,45.7,103.3,788,1703,2.53,1.87,4.4,2.27,4.13,2.12,1.52,3.64,1.92,3.44,"https://fbref.com/en/squads/b8fd03ef/Manchester-City-Stats"
"57",2023,"Manchester Utd","Premier League","team",26,27.6,53.9,30,330,2700,30,44,35,79,42,2,2,63,2,49.3,47.7,38.4,86.1,553,1211,1.47,1.17,2.63,1.4,2.57,1.64,1.28,2.92,1.59,2.87,"https://fbref.com/en/squads/19538871/Manchester-United-Stats"
"58",2023,"Marseille","Ligue 1","team",29,28,55.6,32,352,2880,32,53,32,85,48,5,6,54,4,55.5,50.9,39.2,90.1,638,1567,1.66,1,2.66,1.5,2.5,1.73,1.23,2.96,1.59,2.82,"https://fbref.com/en/squads/5725cc7b/Marseille-Stats"
"59",2023,"Milan","Serie A","team",29,26.7,54,31,341,2790,31,48,39,87,45,3,3,81,2,47.8,45.6,37.6,83.2,653,1256,1.55,1.26,2.81,1.45,2.71,1.54,1.21,2.75,1.47,2.68,"https://fbref.com/en/squads/dc56fe14/Milan-Stats"
"60",2023,"Monaco","Ligue 1","team",27,25.5,48.7,32,352,2880,32,65,45,110,61,4,7,53,5,53.7,48.1,36.4,84.5,617,1528,2.03,1.41,3.44,1.91,3.31,1.68,1.14,2.82,1.5,2.64,"https://fbref.com/en/squads/fd6114db/Monaco-Stats"
"61",2023,"Montpellier","Ligue 1","team",30,26.7,45.8,32,352,2880,32,47,31,78,42,5,5,60,10,40.4,36.5,26.7,63.2,447,1058,1.47,0.97,2.44,1.31,2.28,1.26,0.83,2.1,1.14,1.97,"https://fbref.com/en/squads/281b0e73/Montpellier-Stats"
"62",2023,"Monza","Serie A","team",31,27.4,55,31,341,2790,31,36,23,59,31,5,5,74,2,38.1,34.1,27.9,62,581,1116,1.16,0.74,1.9,1,1.74,1.23,0.9,2.13,1.1,2,"https://fbref.com/en/squads/21680aa4/Monza-Stats"
"63",2023,"Nantes","Ligue 1","team",29,27.5,46.9,32,352,2880,32,33,26,59,30,3,5,51,4,36.9,33.2,27.6,60.7,583,1348,1.03,0.81,1.84,0.94,1.75,1.15,0.86,2.02,1.04,1.9,"https://fbref.com/en/squads/d7a486cd/Nantes-Stats"
"64",2023,"Napoli","Serie A","team",26,27.2,61.8,31,341,2790,31,65,51,116,59,6,7,40,1,54.4,48.9,41,89.9,731,1457,2.1,1.65,3.74,1.9,3.55,1.76,1.32,3.08,1.58,2.9,"https://fbref.com/en/squads/d48ad4ff/Napoli-Stats"
